ID,Prob_0,Prob_1
6630,0.975,0.025
6631,0.9625,0.0375
6632,0.9625,0.0375
6633,0.9625,0.0375
6634,0.975,0.025
6635,0.975,0.025
6636,0.975,0.025
6637,0.9625,0.0375
6638,0.9625,0.0375
6639,0.975,0.025
6640,0.95,0.05
6641,0.9625,0.0375
6642,0.9375,0.0625
6643,0.975,0.025
6644,0.975,0.025
6645,0.9625,0.0375
6646,0.95,0.05
6647,0.975,0.025
6648,0.9625,0.0375
6649,0.95,0.05
6650,0.975,0.025
6651,0.975,0.025
6652,0.975,0.025
6653,0.9625,0.0375
6654,0.95,0.05
6655,0.9625,0.0375
6656,0.9625,0.0375
6657,0.9625,0.0375
6658,0.925,0.075
6659,0.975,0.025
6660,0.975,0.025
6661,0.9625,0.0375
6662,0.9875,0.0125
6663,0.9375,0.0625
6664,0.9625,0.0375
6665,0.95,0.05
6666,0.9875,0.0125
6667,0.9625,0.0375
6668,0.975,0.025
6669,0.975,0.025
6670,0.975,0.025
6671,0.9875,0.0125
6672,0.95,0.05
6673,0.95,0.05
6674,0.9625,0.0375
6675,0.975,0.025
6676,0.975,0.025
6677,0.9625,0.0375
6678,0.95,0.05
6679,0.975,0.025
6680,0.975,0.025
6681,0.8375,0.1625
6682,0.9625,0.0375
6683,0.975,0.025
6684,0.9625,0.0375
6685,0.9625,0.0375
6686,0.9625,0.0375
6687,0.975,0.025
6688,0.925,0.075
6689,0.9625,0.0375
6690,0.9625,0.0375
6691,0.9875,0.0125
6692,0.975,0.025
6693,0.9625,0.0375
6694,0.8875,0.1125
6695,0.95,0.05
6696,0.9625,0.0375
6697,0.9625,0.0375
6698,0.95,0.05
6699,0.9625,0.0375
6700,0.9625,0.0375
6701,0.975,0.025
6702,0.975,0.025
6703,0.9625,0.0375
6704,0.9625,0.0375
6705,0.9625,0.0375
6706,0.975,0.025
6707,0.95,0.05
6708,0.975,0.025
6709,0.9625,0.0375
6710,0.9875,0.0125
6711,0.975,0.025
6712,0.9625,0.0375
6713,0.975,0.025
6714,0.975,0.025
6715,0.95,0.05
6716,0.95,0.05
6717,0.975,0.025
6718,0.9875,0.0125
6719,0.975,0.025
6720,0.9625,0.0375
6721,0.9875,0.0125
6722,0.9625,0.0375
6723,0.975,0.025
6724,0.9625,0.0375
6725,0.9375,0.0625
6726,0.975,0.025
6727,0.9625,0.0375
6728,0.975,0.025
6729,0.9875,0.0125
6730,0.95,0.05
6731,0.975,0.025
6732,0.9875,0.0125
6733,0.975,0.025
6734,0.9625,0.0375
6735,0.975,0.025
6736,0.9625,0.0375
6737,0.975,0.025
6738,0.975,0.025
6739,0.95,0.05
6740,0.9625,0.0375
6741,0.9625,0.0375
6742,0.95,0.05
6743,0.9375,0.0625
6744,0.975,0.025
6745,0.9875,0.0125
6746,0.9625,0.0375
6747,0.975,0.025
6748,0.975,0.025
6749,0.9125,0.0875
6750,0.975,0.025
6751,0.95,0.05
6752,0.975,0.025
6753,0.9625,0.0375
6754,0.975,0.025
6755,0.9875,0.0125
6756,0.9625,0.0375
6757,0.975,0.025
6758,0.975,0.025
6759,0.95,0.05
6760,0.9625,0.0375
6761,0.95,0.05
6762,0.9625,0.0375
6763,0.9625,0.0375
6764,0.95,0.05
6765,0.975,0.025
6766,0.975,0.025
6767,0.9625,0.0375
6768,0.975,0.025
6769,0.9625,0.0375
6770,0.95,0.05
6771,0.975,0.025
6772,0.975,0.025
6773,0.975,0.025
6774,0.975,0.025
6775,0.975,0.025
6776,0.9625,0.0375
6777,0.9875,0.0125
6778,0.975,0.025
6779,0.975,0.025
6780,0.9625,0.0375
6781,0.9625,0.0375
6782,0.9625,0.0375
6783,0.9625,0.0375
6784,0.975,0.025
6785,0.9625,0.0375
6786,0.95,0.05
6787,0.9875,0.0125
6788,0.9625,0.0375
6789,0.9875,0.0125
6790,0.9625,0.0375
6791,0.95,0.05
6792,0.9375,0.0625
6793,0.975,0.025
6794,0.925,0.075
6795,0.9625,0.0375
6796,0.9625,0.0375
6797,0.9625,0.0375
6798,0.9875,0.0125
6799,0.975,0.025
6800,0.9625,0.0375
6801,0.95,0.05
6802,0.975,0.025
6803,0.95,0.05
6804,0.975,0.025
6805,0.9625,0.0375
6806,0.9875,0.0125
6807,0.975,0.025
6808,0.975,0.025
6809,0.95,0.05
6810,0.9625,0.0375
6811,0.9625,0.0375
6812,0.9875,0.0125
6813,0.975,0.025
6814,0.9375,0.0625
6815,0.9875,0.0125
6816,0.975,0.025
6817,0.9875,0.0125
6818,0.9625,0.0375
6819,0.9625,0.0375
6820,0.925,0.075
6821,0.975,0.025
6822,0.975,0.025
6823,0.9625,0.0375
6824,0.975,0.025
6825,0.975,0.025
6826,0.95,0.05
6827,0.9625,0.0375
6828,0.9625,0.0375
6829,0.9625,0.0375
6830,0.975,0.025
6831,0.975,0.025
6832,0.9625,0.0375
6833,0.9875,0.0125
6834,0.9625,0.0375
6835,0.95,0.05
6836,0.9625,0.0375
6837,0.975,0.025
6838,0.9875,0.0125
6839,0.975,0.025
6840,0.975,0.025
6841,0.9625,0.0375
6842,0.9875,0.0125
6843,0.975,0.025
6844,0.9625,0.0375
6845,0.95,0.05
6846,0.9625,0.0375
6847,0.975,0.025
6848,0.9625,0.0375
6849,0.975,0.025
6850,0.9625,0.0375
6851,0.975,0.025
6852,0.9125,0.0875
6853,0.95,0.05
6854,0.95,0.05
6855,0.9625,0.0375
6856,0.95,0.05
6857,0.9625,0.0375
6858,0.9625,0.0375
6859,0.9875,0.0125
6860,0.9375,0.0625
6861,0.9875,0.0125
6862,0.95,0.05
6863,0.975,0.025
6864,0.9625,0.0375
6865,0.9625,0.0375
6866,0.95,0.05
6867,0.9625,0.0375
6868,0.975,0.025
6869,0.975,0.025
6870,0.9625,0.0375
6871,0.95,0.05
6872,0.95,0.05
6873,0.975,0.025
6874,0.9125,0.0875
6875,0.9625,0.0375
6876,0.975,0.025
6877,0.975,0.025
6878,0.975,0.025
6879,0.9625,0.0375
6880,0.9625,0.0375
6881,0.95,0.05
6882,0.975,0.025
6883,0.9375,0.0625
6884,0.975,0.025
6885,0.9625,0.0375
6886,0.95,0.05
6887,0.9125,0.0875
6888,0.9625,0.0375
6889,0.975,0.025
6890,0.9625,0.0375
6891,0.975,0.025
6892,0.9625,0.0375
6893,0.975,0.025
6894,0.975,0.025
6895,0.9625,0.0375
6896,0.9875,0.0125
6897,0.9625,0.0375
6898,0.95,0.05
6899,0.9625,0.0375
6900,0.9625,0.0375
6901,0.9625,0.0375
6902,0.9625,0.0375
6903,0.975,0.025
6904,0.975,0.025
6905,0.9625,0.0375
6906,0.975,0.025
6907,0.975,0.025
6908,0.975,0.025
6909,0.975,0.025
6910,0.975,0.025
6911,0.9625,0.0375
6912,0.95,0.05
6913,0.9125,0.0875
6914,0.9625,0.0375
6915,0.975,0.025
6916,0.9875,0.0125
6917,0.95,0.05
6918,0.95,0.05
6919,0.9625,0.0375
6920,0.9625,0.0375
6921,0.9625,0.0375
6922,0.975,0.025
6923,0.975,0.025
6924,0.975,0.025
6925,0.9625,0.0375
6926,0.975,0.025
6927,0.925,0.075
6928,0.975,0.025
6929,0.975,0.025
6930,0.9625,0.0375
6931,0.95,0.05
6932,0.95,0.05
6933,0.925,0.075
6934,0.975,0.025
6935,0.975,0.025
6936,0.95,0.05
6937,0.975,0.025
6938,0.95,0.05
6939,0.9625,0.0375
6940,0.9625,0.0375
6941,0.9875,0.0125
6942,0.95,0.05
6943,0.9625,0.0375
6944,0.975,0.025
6945,0.975,0.025
6946,0.95,0.05
6947,0.9875,0.0125
6948,0.975,0.025
6949,0.9625,0.0375
6950,0.95,0.05
6951,0.95,0.05
6952,0.9625,0.0375
6953,0.9625,0.0375
6954,0.975,0.025
6955,0.975,0.025
6956,0.9625,0.0375
6957,0.9625,0.0375
6958,0.9625,0.0375
6959,0.975,0.025
6960,0.95,0.05
6961,0.9625,0.0375
6962,0.975,0.025
6963,0.975,0.025
6964,0.975,0.025
6965,0.95,0.05
6966,0.975,0.025
6967,0.975,0.025
6968,0.975,0.025
6969,0.9875,0.0125
6970,0.95,0.05
6971,0.9625,0.0375
6972,0.95,0.05
6973,0.9875,0.0125
6974,0.95,0.05
6975,0.9375,0.0625
6976,0.9625,0.0375
6977,0.975,0.025
6978,0.9625,0.0375
6979,0.95,0.05
6980,0.975,0.025
6981,0.9625,0.0375
6982,0.95,0.05
6983,0.95,0.05
6984,0.95,0.05
6985,0.9625,0.0375
6986,0.95,0.05
6987,0.9875,0.0125
6988,0.9625,0.0375
6989,0.975,0.025
6990,0.9875,0.0125
6991,0.9875,0.0125
6992,0.9875,0.0125
6993,0.975,0.025
6994,0.9625,0.0375
6995,0.95,0.05
6996,0.975,0.025
6997,0.975,0.025
6998,0.975,0.025
6999,0.975,0.025
7000,0.975,0.025
7001,0.975,0.025
7002,0.9625,0.0375
7003,0.975,0.025
7004,0.9875,0.0125
7005,0.975,0.025
7006,0.9125,0.0875
7007,0.9625,0.0375
7008,0.975,0.025
7009,0.95,0.05
7010,0.9125,0.0875
7011,0.95,0.05
7012,0.975,0.025
7013,0.975,0.025
7014,0.95,0.05
7015,0.95,0.05
7016,0.975,0.025
7017,0.9375,0.0625
7018,0.9625,0.0375
7019,0.975,0.025
7020,0.95,0.05
7021,0.9625,0.0375
7022,0.9625,0.0375
7023,0.9625,0.0375
7024,0.975,0.025
7025,0.95,0.05
7026,0.975,0.025
7027,0.9625,0.0375
7028,0.975,0.025
7029,0.9625,0.0375
7030,0.975,0.025
7031,0.95,0.05
7032,0.975,0.025
7033,0.95,0.05
7034,0.9625,0.0375
7035,0.975,0.025
7036,0.9875,0.0125
7037,0.95,0.05
7038,0.9875,0.0125
7039,0.9875,0.0125
7040,0.975,0.025
7041,0.9625,0.0375
7042,0.9625,0.0375
7043,0.9125,0.0875
7044,0.975,0.025
7045,0.9625,0.0375
7046,0.975,0.025
7047,0.975,0.025
7048,0.9625,0.0375
7049,0.975,0.025
7050,0.975,0.025
7051,0.9625,0.0375
7052,0.975,0.025
7053,0.9875,0.0125
7054,0.975,0.025
7055,0.9625,0.0375
7056,0.95,0.05
7057,0.975,0.025
7058,0.9625,0.0375
7059,0.9875,0.0125
7060,0.975,0.025
7061,0.9625,0.0375
7062,0.95,0.05
7063,0.9625,0.0375
7064,0.975,0.025
7065,0.9625,0.0375
7066,0.975,0.025
7067,0.9625,0.0375
7068,0.975,0.025
7069,0.975,0.025
7070,0.975,0.025
7071,0.9875,0.0125
7072,0.95,0.05
7073,0.975,0.025
7074,0.975,0.025
7075,0.95,0.05
7076,0.975,0.025
7077,0.9625,0.0375
7078,0.975,0.025
7079,0.95,0.05
7080,0.9625,0.0375
7081,0.9875,0.0125
7082,0.975,0.025
7083,0.975,0.025
7084,0.925,0.075
7085,0.975,0.025
7086,0.975,0.025
7087,0.9875,0.0125
7088,0.9875,0.0125
7089,0.975,0.025
7090,0.9875,0.0125
7091,0.9625,0.0375
7092,0.9625,0.0375
7093,0.9375,0.0625
7094,0.9625,0.0375
7095,0.975,0.025
7096,0.9625,0.0375
7097,0.95,0.05
7098,0.975,0.025
7099,0.975,0.025
7100,0.9875,0.0125
7101,0.95,0.05
7102,0.975,0.025
7103,0.9125,0.0875
7104,0.9375,0.0625
7105,0.9625,0.0375
7106,0.9625,0.0375
7107,0.975,0.025
7108,0.95,0.05
7109,0.9375,0.0625
7110,0.9625,0.0375
7111,0.975,0.025
7112,0.975,0.025
7113,0.975,0.025
7114,0.9875,0.0125
7115,0.95,0.05
7116,0.95,0.05
7117,0.975,0.025
7118,0.9625,0.0375
7119,0.975,0.025
7120,0.975,0.025
7121,0.9625,0.0375
7122,0.9625,0.0375
7123,0.95,0.05
7124,0.975,0.025
7125,0.9625,0.0375
7126,0.9625,0.0375
7127,0.975,0.025
7128,0.9625,0.0375
7129,0.9125,0.0875
7130,0.975,0.025
7131,0.9875,0.0125
7132,0.975,0.025
7133,0.95,0.05
7134,0.9625,0.0375
7135,0.975,0.025
7136,0.975,0.025
7137,0.9375,0.0625
7138,0.9625,0.0375
7139,0.9625,0.0375
7140,0.9375,0.0625
7141,0.975,0.025
7142,0.9625,0.0375
7143,0.9375,0.0625
7144,0.9875,0.0125
7145,0.975,0.025
7146,0.975,0.025
7147,0.9625,0.0375
7148,0.95,0.05
7149,0.9625,0.0375
7150,0.9625,0.0375
7151,0.975,0.025
7152,0.975,0.025
7153,0.95,0.05
7154,0.9625,0.0375
7155,0.9875,0.0125
7156,0.9375,0.0625
7157,0.9625,0.0375
7158,0.975,0.025
7159,0.975,0.025
7160,0.9625,0.0375
7161,0.975,0.025
7162,0.975,0.025
7163,0.9625,0.0375
7164,0.95,0.05
7165,0.9625,0.0375
7166,0.975,0.025
7167,0.9125,0.0875
7168,0.95,0.05
7169,0.975,0.025
7170,0.9625,0.0375
7171,0.975,0.025
7172,0.975,0.025
7173,0.95,0.05
7174,0.9875,0.0125
7175,0.975,0.025
7176,0.9625,0.0375
7177,0.9625,0.0375
7178,0.975,0.025
7179,0.975,0.025
7180,0.975,0.025
7181,0.8875,0.1125
7182,0.975,0.025
7183,0.95,0.05
7184,0.9375,0.0625
7185,0.9625,0.0375
7186,0.975,0.025
7187,0.9625,0.0375
7188,0.9625,0.0375
7189,0.975,0.025
7190,0.975,0.025
7191,0.9625,0.0375
7192,0.975,0.025
7193,0.975,0.025
7194,0.975,0.025
7195,0.9625,0.0375
7196,0.95,0.05
7197,0.9125,0.0875
7198,0.975,0.025
7199,0.9625,0.0375
7200,0.975,0.025
7201,0.9625,0.0375
7202,0.975,0.025
7203,0.9875,0.0125
7204,0.975,0.025
7205,0.95,0.05
7206,0.9625,0.0375
7207,0.9875,0.0125
7208,0.9625,0.0375
7209,0.975,0.025
7210,0.9625,0.0375
7211,0.975,0.025
7212,0.9625,0.0375
7213,0.975,0.025
7214,0.975,0.025
7215,0.975,0.025
7216,0.9625,0.0375
7217,0.975,0.025
7218,0.95,0.05
7219,0.9625,0.0375
7220,0.9625,0.0375
7221,0.9875,0.0125
7222,0.9625,0.0375
7223,0.975,0.025
7224,0.975,0.025
7225,0.975,0.025
7226,0.9375,0.0625
7227,0.975,0.025
7228,0.9625,0.0375
7229,0.9625,0.0375
7230,0.9625,0.0375
7231,0.975,0.025
7232,0.9625,0.0375
7233,0.975,0.025
7234,0.9625,0.0375
7235,0.9875,0.0125
7236,0.95,0.05
7237,0.975,0.025
7238,0.9625,0.0375
7239,0.975,0.025
7240,0.975,0.025
7241,0.975,0.025
7242,0.9625,0.0375
7243,0.975,0.025
7244,0.975,0.025
7245,0.975,0.025
7246,0.9625,0.0375
7247,0.9625,0.0375
7248,0.975,0.025
7249,0.975,0.025
7250,0.975,0.025
7251,0.9625,0.0375
7252,0.975,0.025
7253,0.9625,0.0375
7254,0.975,0.025
7255,0.9875,0.0125
7256,0.975,0.025
7257,0.9625,0.0375
7258,0.975,0.025
7259,0.9625,0.0375
7260,0.925,0.075
7261,0.95,0.05
7262,0.95,0.05
7263,0.975,0.025
7264,0.95,0.05
7265,0.975,0.025
7266,0.95,0.05
7267,0.9625,0.0375
7268,0.975,0.025
7269,0.925,0.075
7270,0.9625,0.0375
7271,0.9625,0.0375
7272,0.9625,0.0375
7273,0.9625,0.0375
7274,0.9625,0.0375
7275,0.975,0.025
7276,0.975,0.025
7277,0.9625,0.0375
7278,0.9625,0.0375
7279,0.95,0.05
7280,0.95,0.05
7281,0.9625,0.0375
7282,0.9625,0.0375
7283,0.9625,0.0375
7284,0.9625,0.0375
7285,0.95,0.05
7286,0.9625,0.0375
7287,0.9125,0.0875
7288,0.9625,0.0375
7289,0.9625,0.0375
7290,0.925,0.075
7291,0.9625,0.0375
7292,0.9875,0.0125
7293,0.9625,0.0375
7294,0.9625,0.0375
7295,0.9875,0.0125
7296,0.9625,0.0375
7297,0.975,0.025
7298,0.9625,0.0375
7299,0.9875,0.0125
7300,0.975,0.025
7301,0.9625,0.0375
7302,0.9875,0.0125
7303,0.975,0.025
7304,0.975,0.025
7305,0.9625,0.0375
7306,0.975,0.025
7307,0.975,0.025
7308,0.9625,0.0375
7309,0.95,0.05
7310,0.9875,0.0125
7311,0.95,0.05
7312,0.975,0.025
7313,0.9875,0.0125
7314,0.9625,0.0375
7315,0.975,0.025
7316,0.975,0.025
7317,0.9625,0.0375
7318,0.975,0.025
7319,0.975,0.025
7320,0.975,0.025
7321,0.9875,0.0125
7322,0.975,0.025
7323,0.9875,0.0125
7324,0.975,0.025
7325,0.975,0.025
7326,0.975,0.025
7327,0.975,0.025
7328,0.975,0.025
7329,0.975,0.025
7330,0.975,0.025
7331,0.9875,0.0125
7332,0.9625,0.0375
7333,0.9625,0.0375
7334,0.975,0.025
7335,0.9875,0.0125
7336,0.975,0.025
7337,0.9625,0.0375
7338,0.975,0.025
7339,0.975,0.025
7340,0.9625,0.0375
7341,0.975,0.025
7342,0.95,0.05
7343,0.975,0.025
7344,0.975,0.025
7345,0.975,0.025
7346,0.95,0.05
7347,0.975,0.025
7348,0.975,0.025
7349,0.975,0.025
7350,0.975,0.025
7351,0.9875,0.0125
7352,0.975,0.025
7353,0.9875,0.0125
7354,0.95,0.05
7355,0.9625,0.0375
7356,0.975,0.025
7357,0.9,0.1
7358,0.9625,0.0375
7359,0.9625,0.0375
7360,0.9625,0.0375
7361,0.9375,0.0625
7362,0.975,0.025
7363,0.9625,0.0375
7364,0.9625,0.0375
7365,0.9625,0.0375
7366,0.9375,0.0625
7367,0.975,0.025
7368,0.9875,0.0125
7369,0.975,0.025
7370,0.9625,0.0375
7371,0.975,0.025
7372,0.975,0.025
7373,0.9375,0.0625
7374,0.975,0.025
7375,0.95,0.05
7376,0.975,0.025
7377,0.975,0.025
7378,0.975,0.025
7379,0.975,0.025
7380,0.9375,0.0625
7381,0.975,0.025
7382,0.9625,0.0375
7383,0.9625,0.0375
7384,0.9875,0.0125
7385,0.9625,0.0375
7386,0.975,0.025
7387,0.925,0.075
7388,0.9625,0.0375
7389,0.9625,0.0375
7390,0.925,0.075
7391,0.95,0.05
7392,0.975,0.025
7393,0.9625,0.0375
7394,0.975,0.025
7395,0.9625,0.0375
7396,0.9,0.1
7397,0.975,0.025
7398,0.9625,0.0375
7399,0.9625,0.0375
7400,0.975,0.025
7401,0.975,0.025
7402,0.975,0.025
7403,0.975,0.025
7404,0.9625,0.0375
7405,0.95,0.05
7406,0.975,0.025
7407,0.975,0.025
7408,0.95,0.05
7409,0.9375,0.0625
7410,0.975,0.025
7411,0.925,0.075
7412,0.95,0.05
7413,0.95,0.05
7414,0.975,0.025
7415,0.95,0.05
7416,0.975,0.025
7417,0.95,0.05
7418,0.975,0.025
7419,0.9875,0.0125
7420,0.9625,0.0375
7421,0.975,0.025
7422,0.9625,0.0375
7423,0.9625,0.0375
7424,0.9625,0.0375
7425,0.9875,0.0125
7426,0.95,0.05
7427,0.9625,0.0375
7428,0.9625,0.0375
7429,0.9875,0.0125
7430,0.9625,0.0375
7431,0.9875,0.0125
7432,0.95,0.05
7433,0.95,0.05
7434,0.975,0.025
7435,0.9625,0.0375
7436,0.975,0.025
7437,0.95,0.05
7438,0.9625,0.0375
7439,0.975,0.025
7440,0.9625,0.0375
7441,0.975,0.025
7442,0.975,0.025
7443,0.9625,0.0375
7444,0.9875,0.0125
7445,0.975,0.025
7446,0.975,0.025
7447,0.975,0.025
7448,0.9875,0.0125
7449,0.925,0.075
7450,0.95,0.05
7451,0.975,0.025
7452,0.9625,0.0375
7453,0.975,0.025
7454,0.975,0.025
7455,0.975,0.025
7456,0.975,0.025
7457,0.975,0.025
7458,0.9625,0.0375
7459,0.9875,0.0125
7460,0.9625,0.0375
7461,0.9625,0.0375
7462,0.9625,0.0375
7463,0.9875,0.0125
7464,0.9875,0.0125
7465,0.9625,0.0375
7466,0.95,0.05
7467,0.9625,0.0375
7468,0.9875,0.0125
7469,0.975,0.025
7470,0.9625,0.0375
7471,0.975,0.025
7472,0.975,0.025
7473,0.9625,0.0375
7474,0.9625,0.0375
7475,0.95,0.05
7476,0.95,0.05
7477,0.95,0.05
7478,0.975,0.025
7479,0.9625,0.0375
7480,0.9625,0.0375
7481,0.95,0.05
7482,0.9625,0.0375
7483,0.9625,0.0375
7484,0.975,0.025
7485,0.9625,0.0375
7486,0.975,0.025
7487,0.975,0.025
7488,0.975,0.025
7489,0.975,0.025
7490,0.9625,0.0375
7491,0.9625,0.0375
7492,0.975,0.025
7493,0.95,0.05
7494,0.975,0.025
7495,0.975,0.025
7496,0.9625,0.0375
7497,0.975,0.025
7498,0.9625,0.0375
7499,0.975,0.025
7500,0.975,0.025
7501,0.9625,0.0375
7502,0.9625,0.0375
7503,0.975,0.025
7504,0.975,0.025
7505,0.975,0.025
7506,0.9375,0.0625
7507,0.975,0.025
7508,0.975,0.025
7509,0.975,0.025
7510,0.9875,0.0125
7511,0.975,0.025
7512,0.95,0.05
7513,0.9625,0.0375
7514,0.975,0.025
7515,0.95,0.05
7516,0.9625,0.0375
7517,0.975,0.025
7518,0.95,0.05
7519,0.95,0.05
7520,0.9625,0.0375
7521,0.975,0.025
7522,0.8875,0.1125
7523,0.9875,0.0125
7524,0.9625,0.0375
7525,0.9625,0.0375
7526,0.9625,0.0375
7527,0.9125,0.0875
7528,0.975,0.025
7529,0.9625,0.0375
7530,0.9625,0.0375
7531,0.95,0.05
7532,0.975,0.025
7533,0.9625,0.0375
7534,0.975,0.025
7535,0.975,0.025
7536,0.975,0.025
7537,0.9375,0.0625
7538,0.9875,0.0125
7539,0.95,0.05
7540,0.9875,0.0125
7541,0.9625,0.0375
7542,0.975,0.025
7543,0.975,0.025
7544,0.9625,0.0375
7545,0.975,0.025
7546,0.9625,0.0375
7547,0.9625,0.0375
7548,0.975,0.025
7549,0.9875,0.0125
7550,0.9625,0.0375
7551,0.9875,0.0125
7552,0.95,0.05
7553,0.95,0.05
7554,0.9625,0.0375
7555,0.975,0.025
7556,0.975,0.025
7557,0.9875,0.0125
7558,0.975,0.025
7559,0.9625,0.0375
7560,0.975,0.025
7561,0.9625,0.0375
7562,0.9625,0.0375
7563,0.975,0.025
7564,0.9625,0.0375
7565,0.9375,0.0625
7566,0.975,0.025
7567,0.975,0.025
7568,0.975,0.025
7569,0.975,0.025
7570,0.975,0.025
7571,0.95,0.05
7572,0.9125,0.0875
7573,0.9875,0.0125
7574,0.9625,0.0375
7575,0.9875,0.0125
7576,0.975,0.025
7577,0.9875,0.0125
7578,0.975,0.025
7579,0.9625,0.0375
7580,0.975,0.025
7581,0.9625,0.0375
7582,0.95,0.05
7583,0.975,0.025
7584,0.975,0.025
7585,0.975,0.025
7586,0.9625,0.0375
7587,0.975,0.025
7588,0.95,0.05
7589,0.9625,0.0375
7590,0.6375,0.3625
7591,0.9625,0.0375
7592,0.975,0.025
7593,0.9625,0.0375
7594,0.9625,0.0375
7595,0.975,0.025
7596,0.975,0.025
7597,0.975,0.025
7598,0.95,0.05
7599,0.975,0.025
7600,0.9625,0.0375
7601,0.9625,0.0375
7602,0.9625,0.0375
7603,0.975,0.025
7604,0.9875,0.0125
7605,0.95,0.05
7606,0.9875,0.0125
7607,0.95,0.05
7608,0.9625,0.0375
7609,0.975,0.025
7610,0.975,0.025
7611,0.9875,0.0125
7612,0.9625,0.0375
7613,0.975,0.025
7614,0.95,0.05
7615,0.95,0.05
7616,0.9625,0.0375
7617,0.9625,0.0375
7618,0.9625,0.0375
7619,0.975,0.025
7620,0.9625,0.0375
7621,0.9625,0.0375
7622,0.95,0.05
7623,0.9875,0.0125
7624,0.975,0.025
7625,0.95,0.05
7626,0.95,0.05
7627,0.9875,0.0125
7628,0.975,0.025
7629,0.9625,0.0375
7630,0.975,0.025
7631,0.9875,0.0125
7632,0.95,0.05
7633,0.975,0.025
7634,0.9625,0.0375
7635,0.9875,0.0125
7636,0.975,0.025
7637,0.9875,0.0125
7638,0.975,0.025
7639,0.975,0.025
7640,0.95,0.05
7641,0.9875,0.0125
7642,0.975,0.025
7643,0.975,0.025
7644,0.95,0.05
7645,0.975,0.025
7646,0.9625,0.0375
7647,0.9625,0.0375
7648,0.9625,0.0375
7649,0.95,0.05
7650,0.975,0.025
7651,0.975,0.025
7652,0.9625,0.0375
7653,0.9625,0.0375
7654,0.9625,0.0375
7655,0.975,0.025
7656,0.9625,0.0375
7657,0.9375,0.0625
7658,0.9625,0.0375
7659,0.975,0.025
7660,0.9625,0.0375
7661,0.95,0.05
7662,0.975,0.025
7663,0.9875,0.0125
7664,0.975,0.025
7665,0.975,0.025
7666,0.975,0.025
7667,0.9625,0.0375
7668,0.9625,0.0375
7669,0.9625,0.0375
7670,0.975,0.025
7671,0.95,0.05
7672,0.9875,0.0125
7673,0.975,0.025
7674,0.95,0.05
7675,0.975,0.025
7676,0.9375,0.0625
7677,0.9625,0.0375
7678,0.9625,0.0375
7679,0.9625,0.0375
7680,0.9625,0.0375
7681,0.9625,0.0375
7682,0.975,0.025
7683,0.975,0.025
7684,0.975,0.025
7685,0.975,0.025
7686,0.9625,0.0375
7687,0.975,0.025
7688,0.9625,0.0375
7689,0.975,0.025
7690,0.9875,0.0125
7691,0.975,0.025
7692,0.975,0.025
7693,0.95,0.05
7694,0.9625,0.0375
7695,0.9625,0.0375
7696,0.9625,0.0375
7697,0.975,0.025
7698,0.975,0.025
7699,0.9625,0.0375
7700,0.975,0.025
7701,0.95,0.05
7702,0.975,0.025
7703,0.975,0.025
7704,0.975,0.025
7705,0.975,0.025
7706,0.975,0.025
7707,0.9625,0.0375
7708,0.975,0.025
7709,0.9625,0.0375
7710,0.9625,0.0375
7711,0.95,0.05
7712,0.95,0.05
7713,0.975,0.025
7714,0.975,0.025
7715,0.9625,0.0375
7716,0.9625,0.0375
7717,0.975,0.025
7718,0.975,0.025
7719,0.9625,0.0375
7720,0.9625,0.0375
7721,0.975,0.025
7722,0.9625,0.0375
7723,0.95,0.05
7724,0.9625,0.0375
7725,0.975,0.025
7726,0.975,0.025
7727,0.975,0.025
7728,0.975,0.025
7729,0.9625,0.0375
7730,0.975,0.025
7731,0.95,0.05
7732,0.975,0.025
7733,0.975,0.025
7734,0.975,0.025
7735,0.95,0.05
7736,0.95,0.05
7737,0.925,0.075
7738,0.975,0.025
7739,0.9875,0.0125
7740,0.975,0.025
7741,0.975,0.025
7742,0.9625,0.0375
7743,0.975,0.025
7744,0.975,0.025
7745,0.975,0.025
7746,0.975,0.025
7747,0.95,0.05
7748,0.95,0.05
7749,0.9625,0.0375
7750,0.975,0.025
7751,0.975,0.025
7752,0.975,0.025
7753,0.95,0.05
7754,0.975,0.025
7755,0.9625,0.0375
7756,0.9875,0.0125
7757,0.95,0.05
7758,0.9625,0.0375
7759,0.975,0.025
7760,0.9625,0.0375
7761,0.975,0.025
7762,0.95,0.05
7763,0.9625,0.0375
7764,0.975,0.025
7765,0.95,0.05
7766,0.9625,0.0375
7767,0.975,0.025
7768,0.9875,0.0125
7769,0.95,0.05
7770,0.975,0.025
7771,0.9625,0.0375
7772,0.975,0.025
7773,0.9,0.1
7774,0.975,0.025
7775,0.9625,0.0375
7776,0.975,0.025
7777,0.9625,0.0375
7778,0.95,0.05
7779,0.95,0.05
7780,0.9875,0.0125
7781,0.975,0.025
7782,0.9625,0.0375
7783,0.975,0.025
7784,0.9625,0.0375
7785,0.925,0.075
7786,0.9625,0.0375
7787,0.975,0.025
7788,0.975,0.025
7789,0.9625,0.0375
7790,0.9875,0.0125
7791,0.95,0.05
7792,0.9625,0.0375
7793,0.9625,0.0375
7794,0.9625,0.0375
7795,0.9625,0.0375
7796,0.9625,0.0375
7797,0.975,0.025
7798,0.9625,0.0375
7799,0.975,0.025
7800,0.9625,0.0375
7801,0.975,0.025
7802,0.975,0.025
7803,0.95,0.05
7804,0.9625,0.0375
